xI_real,xI_imag,yout_real,yout_imag
0.588883824,0.005587627,-0.451312991,0.540270496
0.625298011,-0.03558321,-0.431972523,0.571084523
0.626631692,-0.066609161,-0.440855646,0.583541231
0.589965234,-0.08629411,-0.393404518,0.552935309
0.51579807,-0.094807823,-0.349952698,0.519455207
0.40847396,-0.093811257,-0.282220935,0.476087964
0.275989315,-0.085977377,-0.180238049,0.403295393
0.129367364,-0.074753012,-0.10884977,0.285866881
-0.018239003,-0.063972826,-0.016664048,0.052725022
-0.152875243,-0.057458665,0.070440949,-0.25469792
-0.26137548,-0.058712475,0.173017842,-0.421749075
-0.332650103,-0.070392114,0.285858578,-0.475432189
-0.359267004,-0.094251861,0.354984569,-0.431026239
-0.338529792,-0.130994214,0.405308676,-0.387718967
-0.27250466,-0.179914082,0.4185579,-0.262616999
-0.168273053,-0.239151612,0.474423586,-0.11960616
-0.037392694,-0.305868064,0.530129403,0.135203994
0.105571453,-0.376297019,0.488246456,0.391288255
0.244382125,-0.446141301,0.408437971,0.607433631
0.362981222,-0.510849449,0.326030215,0.74672432
0.447324029,-0.565914071,0.283009252,0.836472979
0.486776427,-0.607300759,0.295572191,0.859358355
0.475440579,-0.631624562,0.30297806,0.86581048
0.412875373,-0.636447417,0.316588458,0.812332985
0.303995242,-0.620597105,0.325016078,0.763081975
0.158406975,-0.58407775,0.366305647,0.61889414
-0.01057304,-0.528111672,0.458264223,0.465616047
-0.187358088,-0.45517008,0.559943172,0.237467454
-0.355852028,-0.368699747,0.630761556,-0.026454245
-0.501116584,-0.272905539,0.590258582,-0.318604657
-0.610880296,-0.172412803,0.560744229,-0.453689953
-0.676654656,-0.071939487,0.49674136,-0.583435704
-0.694408532,0.024065519,0.420737153,-0.603603574
-0.664690672,0.11195662,0.37718847,-0.645753131
-0.592224821,0.189024944,0.253363934,-0.623251684
-0.48510074,0.253541837,0.193554648,-0.611873412
-0.353589263,0.304999221,0.010391519,-0.571256037
-0.208971322,0.344104551,-0.151339237,-0.486518707
-0.062201036,0.372539758,-0.337938749,-0.347309629
0.077149637,0.392698808,-0.474021216,-0.198540499
0.201552266,0.407367318,-0.563629904,-0.089706147
0.306207702,0.419218032,-0.624814438,0.003116121
0.38875144,0.430540065,-0.690537624,0.059713214
0.448958736,0.442955981,-0.721048009,0.077485473
0.488645751,0.456894742,-0.767360707,0.094739121
0.51048873,0.471730355,-0.784315634,0.112373706
0.517332345,0.485920251,-0.822162604,0.103243576
0.511797232,0.496938193,-0.807142256,0.095808664
0.495656252,0.501833499,-0.843216445,0.089289373
0.469723774,0.49758918,-0.813364811,0.052181005
0.433827947,0.481523216,-0.82289433,0.031013156
0.387278813,0.45193748,-0.766291645,-0.031550465
0.329097672,0.408291812,-0.689187242,-0.054106281
0.258396844,0.351450391,-0.581856006,-0.084211814
0.175470953,0.283855301,-0.525566158,-0.114316691
0.081696896,0.209401125,-0.415361695,-0.13322429
-0.020383384,0.133138619,-0.290444528,-0.22916511
-0.1266619,0.060705532,-0.108038493,-0.35965601
-0.232041829,-0.002113056,0.115881913,-0.487057797
-0.330739621,-0.050009165,0.285681032,-0.502967584
-0.416862575,-0.078771315,0.401868096,-0.48545422
-0.485012381,-0.085571844,0.487253277,-0.461361945
-0.530844918,-0.06942842,0.476981354,-0.486979746
-0.551809768,-0.031324761,0.500800179,-0.479165865
-0.546920397,0.026042144,0.449753631,-0.527371458
-0.517038739,0.098517356,0.37619962,-0.473504472
-0.465007987,0.180923175,0.282366475,-0.558785743
-0.394862701,0.267541674,0.141757468,-0.571306729
-0.311708718,0.352746763,-0.027149907,-0.566305147
-0.221065782,0.431507815,-0.184515929,-0.561654733
-0.128224923,0.499744908,-0.349211853,-0.518675547
-0.038080792,0.554739001,-0.465675751,-0.443629585
0.045519696,0.595093001,-0.555687888,-0.414211979
0.119857929,0.620531173,-0.64540633,-0.351986414
0.183348522,0.631797336,-0.679351881,-0.31008506
0.235405762,0.630437907,-0.722096386,-0.251061448
0.276106088,0.618352848,-0.732535361,-0.216680736
0.306209491,0.597243729,-0.782464484,-0.175127194
0.326597175,0.568523562,-0.744627799,-0.158788168
0.338098357,0.533102547,-0.748408513,-0.147080088
0.341449724,0.491241177,-0.716072431,-0.128221003
0.336850505,0.443011467,-0.661885799,-0.118430706
0.324388423,0.388160524,-0.615328767,-0.085051749
0.304011945,0.326413158,-0.573092945,-0.033979135
0.275329955,0.258425905,-0.500855787,0.011195522
0.23821134,0.185516447,-0.423739839,0.074870104
0.192855283,0.109752555,-0.329570925,0.104169039
0.139794496,0.03447915,-0.196706486,0.150039078
0.080064463,-0.036228591,-0.023711243,0.083049032
0.0151625,-0.097752921,0.113583571,0.014227551
-0.052978176,-0.145259992,0.249061863,-0.060051555
-0.122177434,-0.174621298,0.340928126,-0.137899845
-0.190041645,-0.182562504,0.400750797,-0.166132762
-0.254187883,-0.167226071,0.392515192,-0.239208622
-0.312595441,-0.12900013,0.383763457,-0.276599608
-0.363388393,-0.070261179,0.356583487,-0.356010481
-0.404958076,0.004697894,0.337699248,-0.413548594
-0.43628935,0.08968678,0.260095632,-0.500161989
-0.456733396,0.177359603,0.239104436,-0.5842635
-0.466078801,0.259828857,0.127585333,-0.628405231
-0.464630281,0.32940853,0.087097058,-0.698719361
-0.45292406,0.379541115,-0.007818525,-0.729095126
-0.431989329,0.40539055,-0.022625128,-0.712273596
-0.403387116,0.404343945,-0.065765532,-0.709527314
-0.368795972,0.376323173,-0.040137809,-0.677225888
-0.330229725,0.323959565,-0.055344618,-0.6249577
-0.290069094,0.252330138,-0.022870378,-0.541048415
-0.250786504,0.168209906,0.035502763,-0.503768837
-0.214957897,0.079592151,0.138126576,-0.432231166
-0.185051291,-0.005194771,0.205238652,-0.375411801
-0.163257741,-0.078448433,0.299515573,-0.273865784
-0.1512738,-0.13354567,0.378283434,-0.229301089
-0.150108596,-0.165921588,0.413078235,-0.130065952
-0.160186471,-0.173386923,0.412413358,-0.110440195
-0.181000942,-0.155789006,0.378697173,-0.130727654
-0.211040604,-0.115395353,0.360603877,-0.175503861
-0.248133036,-0.056477433,0.297001964,-0.264092509
-0.289455169,0.015562489,0.216285842,-0.367467176
-0.331877415,0.094611069,0.158574758,-0.438488632
-0.372228391,0.174643477,0.11637695,-0.509435451
-0.407487188,0.250350475,0.077959161,-0.596910148
-0.435322616,0.317657982,0.032343064,-0.655154892
-0.453999297,0.374042598,0.018822783,-0.683457105
-0.462497117,0.418512188,-0.010904271,-0.750102283
-0.460998836,0.451829861,-0.059922919,-0.775844719
-0.450385326,0.476010862,-0.101234199,-0.784455023
-0.431994604,0.493755488,-0.133902226,-0.791874353
-0.407768829,0.508287943,-0.182984161,-0.780950245
-0.379683224,0.522573383,-0.211608534,-0.757737323
-0.349587038,0.538959386,-0.245928511,-0.771761289
-0.319101836,0.558927675,-0.285708377,-0.740770436
-0.289169595,0.58266544,-0.323927061,-0.7203858
-0.26033773,0.609310493,-0.339286597,-0.717955819
-0.232742445,0.63698784,-0.389037911,-0.698113178
-0.205878051,0.663008274,-0.454631834,-0.694728093
-0.179084031,0.684317467,-0.459224716,-0.692424796
-0.151701275,0.697769899,-0.479831921,-0.679825678
-0.12315267,0.70070487,-0.498914348,-0.638217549
-0.093165955,0.691091675,-0.494621057,-0.626639524
-0.061822806,0.667787013,-0.510442315,-0.602988998
-0.02964978,0.630784455,-0.480226041,-0.537438067
0.002592613,0.580802736,-0.458402408,-0.521406278
0.033831176,0.51959457,-0.435409612,-0.421921465
0.062768622,0.449697344,-0.428270268,-0.372209479
0.088453659,0.373569937,-0.390173853,-0.274572295
0.11005347,0.293920858,-0.379865576,-0.159772568
0.126899972,0.213489189,-0.327582564,-0.075347997
0.138836029,0.134475169,-0.278480472,0.031935247
0.145967257,0.058766617,-0.156791154,0.115954768
0.148693776,-0.012185148,-0.075030813,0.192177613
0.147618375,-0.077370403,0.05288799,0.242368647
0.143415312,-0.135922978,0.156233521,0.268678532
0.136775187,-0.187187995,0.202346318,0.314033377
0.128186776,-0.230656265,0.274867465,0.321738144
0.118192503,-0.26570378,0.280536337,0.334790094
0.10729449,-0.291610023,0.322428683,0.356872084
0.095860336,-0.307711932,0.335797454,0.361851447
0.084497458,-0.31344598,0.335700895,0.352915214
0.073903323,-0.308528272,0.339246846,0.352473803
0.064979322,-0.293103123,0.323771873,0.342396169
0.058917984,-0.26782115,0.297627921,0.323471785
0.056845165,-0.234033451,0.302777408,0.286690612
0.059954314,-0.193622407,0.232661056,0.283673124
0.069303191,-0.148956297,0.190161489,0.269122053
0.085296778,-0.102945264,0.129593618,0.268956602
0.107640757,-0.058442508,0.024473941,0.282088963
0.135222733,-0.017984097,-0.063831936,0.307053582
0.165980136,0.016245254,-0.129650592,0.320810374
0.1970103,0.04286123,-0.192863342,0.323864385
0.224764137,0.061345312,-0.27934498,0.319761762
0.245388752,0.072029165,-0.294114143,0.305805674
0.255168206,0.076090474,-0.290760552,0.301801536
0.250991662,0.075165747,-0.300978661,0.303889432
0.230910022,0.071145524,-0.298549422,0.290214014
0.194498416,0.065866072,-0.265858618,0.256392598
0.142982814,0.060491281,-0.233836563,0.183466281
0.079374077,0.055295417,-0.210103128,0.117778559
0.008291362,0.049622527,-0.156222711,-0.01090848
-0.064464666,0.041756219,-0.109626177,-0.149734237
-0.132488066,0.029146557,-0.054375177,-0.297143947
-0.189533035,0.00882146,0.060698115,-0.394688415
-0.230146953,-0.022229814,0.158335708,-0.397140982
-0.250485892,-0.066370729,0.257883635,-0.395449095
-0.248923694,-0.12458404,0.374455276,-0.327995731
-0.226133262,-0.196147759,0.484836746,-0.256192041
-0.18522817,-0.278434547,0.562195938,-0.098569439
-0.131523284,-0.366681457,0.631209467,0.073946577
-0.071938055,-0.454167767,0.637338652,0.214280879
-0.014239194,-0.532778964,0.671289338,0.382864533
0.033882339,-0.593736553,0.645144195,0.444295385
0.065653772,-0.628559375,0.609024848,0.538013744
0.076229228,-0.630035649,0.581523197,0.544068539
0.063103528,-0.59326835,0.518398855,0.552893544
0.026352871,-0.516496851,0.49345294,0.464515076
-0.030896339,-0.401387247,0.434744968,0.367506861
-0.103141014,-0.253452315,0.409179295,0.140240813
-0.183213019,-0.081844052,0.233631502,-0.098582033
-0.262819524,0.1016353,-0.022954601,-0.384585777
-0.333719766,0.283295498,-0.219400499,-0.605588362
-0.38857372,0.448932269,-0.274142356,-0.698834882
-0.421762163,0.585313313,-0.330533685,-0.806187072
-0.429982037,0.681325214,-0.387121305,-0.824076466
-0.412536494,0.729431026,-0.413661545,-0.80625755
-0.37142402,0.726274596,-0.429253648,-0.792182345
-0.310666337,0.672971193,-0.392347646,-0.756042507
-0.235970525,0.575399679,-0.335855739,-0.666506789
-0.15408496,0.44340013,-0.310486253,-0.533253527
-0.071604113,0.289731333,-0.25937659,-0.370227606
0.005506923,0.128807103,-0.200162744,-0.198534251
0.072636722,-0.02481404,0.06146579,-0.026841062
0.127007492,-0.15784368,0.323739578,0.2012465
0.167550176,-0.259709172,0.42317128,0.348271419
0.194993699,-0.323375738,0.342922202,0.423178085
0.211488144,-0.346019697,0.322747294,0.49280692
0.219944647,-0.329260231,0.243453455,0.488952202
0.223351813,-0.278552093,0.206354767,0.486750005
0.224223989,-0.202561899,0.105680018,0.459710447
0.224264428,-0.112048648,-0.00480554,0.449502205
0.223943971,-0.018639955,-0.150395891,0.437142324
0.222501812,0.066432217,-0.260771646,0.385113323
0.218130592,0.133618098,-0.351185652,0.27828977
0.208332419,0.175637725,-0.433781073,0.200230641
0.190450262,0.188431771,-0.404866916,0.156033838
0.162163736,0.171346918,-0.378489966,0.110238998
0.122244377,0.126393581,-0.319053197,0.118314192
0.070744503,0.058329742,-0.215022542,0.069180823
0.00913051,-0.026087701,-0.040970133,-0.003052449
-0.059429668,-0.119318873,0.202437365,-0.082394109
-0.130567267,-0.213650925,0.407415485,-0.134057194
-0.19907282,-0.302113418,0.542224093,-0.135479053
-0.259450338,-0.379096111,0.626702964,-0.078111202
-0.306685473,-0.440772236,0.701236708,-0.049605839
-0.336696656,-0.485257069,0.744561581,-0.001255555
-0.347138935,-0.512428025,0.751853283,0.025096921
-0.337588236,-0.523887849,0.740036037,0.059270129
-0.309414444,-0.522428621,0.747662888,0.130198206
-0.265904274,-0.511493898,0.741209523,0.171720347
-0.211811303,-0.494803741,0.689595718,0.213909045
-0.152847692,-0.475829988,0.657981193,0.270280037
-0.095031763,-0.45748031,0.597415919,0.317634004
-0.044002089,-0.44180541,0.566458978,0.373520814
-0.004482352,-0.429973815,0.521331618,0.398784465
0.020285423,-0.422159905,0.479770321,0.44737986
0.028595869,-0.41743717,0.426873557,0.443351174
0.020446591,-0.414203753,0.44241231,0.410829565
-0.002413291,-0.410308722,0.426312997,0.391930439
-0.037010326,-0.403118324,0.470893112,0.363210942
-0.079536641,-0.389793402,0.467620784,0.280778284
-0.125852312,-0.367496421,0.496837071,0.210911294
-0.17196629,-0.333644248,0.472798363,0.107815192
-0.21442248,-0.286117743,0.46876361,0.042886554
-0.250664199,-0.223595531,0.431700249,-0.099104871
-0.279143816,-0.145689286,0.351321725,-0.192382224
-0.299332135,-0.053163414,0.284427537,-0.300891296
-0.311529479,0.051715914,0.116314136,-0.382426331
-0.316838176,0.165357385,0.023272667,-0.472203847
-0.316917519,0.282857739,-0.071582883,-0.54345074
-0.313486759,0.398132555,-0.184168022,-0.60927499
-0.308302353,0.504356067,-0.257353409,-0.666153268
-0.302910205,0.594437749,-0.3671518,-0.691618084
-0.298517362,0.661755237,-0.41773317,-0.725311344
-0.296057339,0.700618411,-0.458047489,-0.757601845
-0.296128041,0.707216417,-0.434646228,-0.742439415
-0.299198599,0.680267964,-0.415226421,-0.766873214
-0.305440253,0.620818552,-0.342216913,-0.75054136
-0.314953429,0.532932408,-0.23872345,-0.745480347
-0.327975521,0.423608306,-0.137215916,-0.70902504
-0.344416786,0.301876076,-0.024927005,-0.689131983
-0.364161687,0.178407969,0.11824727,-0.622477752
-0.386869026,0.064415891,0.271199667,-0.577739413
-0.411704266,-0.0294247,0.426745536,-0.504963432
-0.437738258,-0.094049917,0.501494101,-0.46118023
-0.463407126,-0.122990881,0.552044247,-0.387418634
-0.486683443,-0.112878619,0.56117742,-0.367809782
-0.505621631,-0.064337549,0.491180003,-0.377304556
-0.518080877,0.018346012,0.441518206,-0.446817088
-0.522044932,0.127869459,0.369330614,-0.494546065
-0.51591945,0.254113661,0.25102556,-0.585328164
-0.498677042,0.385655035,0.142882964,-0.679535722
-0.470021907,0.510831553,-0.002019589,-0.738760315
-0.430369176,0.618808856,-0.130594054,-0.74339359
-0.380949084,0.701154391,-0.217395245,-0.761788073
-0.323466743,0.752175622,-0.346473922,-0.754362907
-0.25997658,0.769571564,-0.411407516,-0.731722568
-0.192818624,0.754900003,-0.474991489,-0.665442695
-0.124014648,0.712841999,-0.481332078,-0.642634942
-0.055138986,0.650603043,-0.48752594,-0.523181555
0.012715695,0.577037643,-0.492291315,-0.491177463
0.079101949,0.501463267,-0.506231086,-0.363167255
0.144117022,0.432555994,-0.514799897,-0.270789563
0.208231968,0.377334825,-0.512843021,-0.154557506
0.272072697,0.340417668,-0.532941117,-0.049257429
0.33613681,0.32355031,-0.578783469,0.022908362
0.400329777,0.325681577,-0.59144489,0.076723987
0.463859452,0.343174485,-0.643390481,0.12403865
0.525265881,0.370296228,-0.675058143,0.135406555
0.582204545,0.400189586,-0.733274631,0.142527336
0.631642505,0.425704816,-0.774472941,0.155648629
0.670103947,0.440329505,-0.816792784,0.204025356
0.694038422,0.438928109,-0.815965795,0.200131538
0.700295191,0.418222746,-0.807915588,0.246945543
0.686420645,0.377162881,-0.767241575,0.217670332
0.651183974,0.316726622,-0.726011977,0.231864835
0.594661387,0.23980571,-0.651754649,0.231708179
0.518289317,0.150805804,-0.530127697,0.21479623
0.425046395,0.054707753,-0.426580509,0.241249464
0.319025718,-0.043378172,-0.252935497,0.303845774
0.205128114,-0.138692769,-0.049420749,0.286146326
0.088592472,-0.22734502,0.173455105,0.214058148
-0.0254736,-0.30651832,0.375093457,0.110551202
-0.132400739,-0.374595281,0.505732448,0.077867981
-0.228564247,-0.430892254,0.575250597,0.073711614
-0.311258797,-0.475595614,0.624016045,0.053121384
-0.378762545,-0.509464877,0.685373657,0.029470946
-0.430668267,-0.533073851,0.746145149,0.050440753
-0.467237879,-0.54696385,0.749727538,0.037703584
-0.489139911,-0.551539062,0.795729621,0.015024123
-0.497359777,-0.546575997,0.784715788,0.00596165
-0.492775373,-0.531668647,0.788550579,0.039636929
-0.476059451,-0.506299515,0.778535592,0.003524425
-0.447596806,-0.4699769,0.722821659,0.048449469
-0.407657046,-0.422852216,0.696916355,0.022001885
-0.356553554,-0.365580708,0.585329111,0.055860786
-0.294758306,-0.299589718,0.529105437,0.009269789
-0.22343863,-0.227432027,0.426713651,0.023316815
-0.144792195,-0.152343549,0.355412008,0.008001536
-0.062094138,-0.078119722,0.226605436,0.048724613
0.020333236,-0.008870544,0.066744953,0.109842457
0.097219262,0.051403554,-0.073030709,0.219118208
0.162721224,0.099158693,-0.216556102,0.236286536
0.211007888,0.131735102,-0.307155377,0.225684439
0.236727883,0.14739808,-0.330413768,0.206958126
0.235845022,0.145708285,-0.33584251,0.203295831
0.206226447,0.127569617,-0.287279708,0.159795369
0.147805798,0.094612746,-0.233884246,0.120626213
0.063078891,0.049385458,-0.139966391,0.052160395
-0.042947541,-0.004872548,-0.066914653,-0.062888375
-0.163250313,-0.064935723,0.120004966,-0.244207689
-0.289249761,-0.127588567,0.320792891,-0.318304133
-0.411655035,-0.189966988,0.515065206,-0.346432243
-0.521360558,-0.249793308,0.578541754,-0.330869257
-0.610375133,-0.305177045,0.709651652,-0.370132648
-0.672620444,-0.354819937,0.756019471,-0.38321377
-0.70452588,-0.397924394,0.813037721,-0.37816268
-0.705499242,-0.433767257,0.839081546,-0.353589368
-0.677803006,-0.461635326,0.886783739,-0.316354148
-0.626240479,-0.480772036,0.852789103,-0.2705971
-0.557663944,-0.490199606,0.853077432,-0.196302895
-0.480060649,-0.488775036,0.833188128,-0.089146334
-0.401649375,-0.475254823,0.793287008,-0.00415201
-0.329914274,-0.448407252,0.711119408,0.096124166
-0.270809653,-0.407321395,0.65888568,0.120646267
-0.228126982,-0.351498375,0.569475308,0.136608458
-0.202962806,-0.281115578,0.498872257,0.120331634
-0.193869963,-0.197317955,0.386184304,0.055109132
-0.197255594,-0.102084335,0.307436245,-0.081279538
-0.207767126,0.001715618,0.18146446,-0.175780716
-0.219051233,0.110382873,0.024952633,-0.269535162
-0.22461946,0.21964706,-0.107212714,-0.34330536
-0.218665788,0.324918221,-0.185640463,-0.404792824
-0.196779517,0.421671545,-0.242844589,-0.434842406
-0.156444454,0.505644085,-0.281884122,-0.494983626
-0.097320144,0.573323653,-0.376712649,-0.490083825
-0.021134913,0.622163767,-0.41637601,-0.499699579
0.068623851,0.650428075,-0.524996112,-0.463611032
0.167045371,0.657691402,-0.5721982,-0.394663915
0.268487038,0.644774924,-0.676079112,-0.308276058
0.367367357,0.613370226,-0.72350588,-0.190194668
0.458680933,0.566090474,-0.78905437,-0.074490372
0.538534104,0.506151852,-0.778213328,0.041259681
0.604474572,0.437150547,-0.817531679,0.168423583
0.655512604,0.362781478,-0.754000092,0.270157092
0.692078971,0.286670227,-0.729905745,0.352131339
0.715595678,0.212274316,-0.674211088,0.421719119
0.728018588,0.142403481,-0.663882974,0.478025008
0.731487273,0.079464265,-0.588398268,0.540156646
0.72773702,0.025499722,-0.548929918,0.515105657
0.717743049,-0.018139111,-0.510384325,0.555263032
0.701522346,-0.050471868,-0.508406701,0.548983042
0.678116614,-0.070931968,-0.484947927,0.555187946
0.645856121,-0.079316281,-0.46793394,0.495802428
0.602559335,-0.075648775,-0.448357435,0.470732058
0.546176386,-0.060231905,-0.430704535,0.400365421
0.475437824,-0.033370036,-0.382550365,0.338065744
0.3900327,0.004391602,-0.35594565,0.265900613
0.291065007,0.052254923,-0.312483396,0.207533386
0.181353773,0.109379013,-0.338328083,0.122956741
0.065295203,0.174594233,-0.340928369,-0.035742993
-0.051373772,0.246539923,-0.366967367,-0.270736355
-0.16209563,0.323566171,-0.275101383,-0.440341653
-0.260159477,0.403604587,-0.213059222,-0.591587491
-0.339441314,0.484414098,-0.16502865,-0.678129564
-0.395170428,0.563334111,-0.175169552,-0.767905324
-0.424546953,0.637326492,-0.194917787,-0.804931928
-0.427184347,0.703290773,-0.244307645,-0.848262377
-0.405343829,0.758105246,-0.333074327,-0.83238368
-0.363842156,0.798750269,-0.404086398,-0.852688151
-0.309554303,0.82249503,-0.477062005,-0.795408217
-0.250815401,0.827122531,-0.52491743,-0.760036776
-0.19652695,0.811112605,-0.542295006,-0.712357071
-0.155097099,0.773844317,-0.544992928,-0.68147563
-0.133658439,0.715658768,-0.507295901,-0.641833916
-0.136975844,0.637993679,-0.413859196,-0.617419848
-0.166832246,0.54355129,-0.323760249,-0.615389039
-0.222083704,0.435872481,-0.165181046,-0.611186621
-0.298262145,0.319309445,-0.045621929,-0.606351034
-0.387953158,0.199003203,0.139255147,-0.59457041
-0.481812125,0.080244168,0.333995892,-0.58504087
-0.569265157,-0.031606814,0.480613875,-0.51639201
-0.639714387,-0.13154783,0.617037045,-0.437117758
-0.683683719,-0.215412447,0.676090645,-0.384320094
-0.693813088,-0.27978513,0.712206165,-0.291992966
-0.665766822,-0.322622927,0.730487315,-0.231901815
-0.598541614,-0.343328407,0.694143881,-0.121078145
-0.494839239,-0.342367588,0.628304829,-0.014233827
-0.36088175,-0.32151809,0.53498957,0.050837806
-0.205620487,-0.283638491,0.480477331,0.126097676
-0.040046469,-0.232320382,0.377379356,0.197478693
0.12400501,-0.1716086,0.25146052,0.333139927
0.274962218,-0.105623189,0.034139972,0.512068167
0.402525076,-0.038311151,-0.211187511,0.539755651
0.498822568,0.027047085,-0.361321467,0.525612961
0.558856741,0.087821818,-0.478737205,0.489626589
0.580785172,0.14213591,-0.566828855,0.436389508
0.566110068,0.189400026,-0.590581315,0.335885078
0.519311134,0.229774701,-0.644125251,0.283922121
0.447159772,0.263944084,-0.638465686,0.194285948
0.357779975,0.293351642,-0.625106415,0.073388315
0.25981844,0.319563991,-0.567473886,-0.023384058
0.161491563,0.344114787,-0.547513465,-0.16178551
0.069715855,0.368355825,-0.491801273,-0.246654844
-0.010319813,0.392912282,-0.42623288,-0.351863912
-0.075699951,0.417877435,-0.339131561,-0.444580653
-0.125731985,0.442702569,-0.30013625,-0.520370367
-0.161493691,0.465952108,-0.245118447,-0.530204588
-0.185751106,0.485621479,-0.208639128,-0.578539711
-0.202290754,0.499311611,-0.187626228,-0.587448841
-0.215077484,0.504505829,-0.185680293,-0.605509914
-0.227811544,0.498838054,-0.14643745,-0.58689725
-0.243367196,0.480392317,-0.12505298,-0.592148091
-0.263461367,0.448048377,-0.08566487,-0.588467058
-0.288580868,0.401508712,-0.031160639,-0.569433077
-0.31801454,0.341639384,0.023563588,-0.567077868
-0.350206255,0.270433894,0.125107575,-0.547127378
-0.383166415,0.190611329,0.192627627,-0.528711699
-0.4148042,0.105783811,0.299355845,-0.475910683
-0.443399403,0.020108428,0.384312966,-0.443613602
-0.46801763,-0.062255686,0.50297662,-0.408082136
-0.488611991,-0.137361075,0.564302641,-0.347047743
-0.506053129,-0.201893032,0.624926286,-0.306552136
-0.521972416,-0.253425283,0.665396077,-0.274896531
-0.538369913,-0.290695221,0.724623784,-0.263205677
-0.557234955,-0.313591212,0.718420005,-0.23002426
-0.5800664,-0.323063075,0.747350449,-0.239347671
-0.607492029,-0.321295459,0.754022642,-0.23525298
-0.638883659,-0.311116782,0.76810986,-0.28728223
-0.672161502,-0.295619805,0.733613149,-0.295551841
-0.704077084,-0.278130441,0.767120813,-0.334745963
-0.73030171,-0.26160912,0.73395375,-0.362523703
-0.745932588,-0.248471708,0.72077137,-0.366075985
-0.746210382,-0.240461654,0.737762313,-0.391336447
-0.726809558,-0.238438208,0.708729287,-0.349501461
-0.68483782,-0.242600439,0.673600611,-0.320703375
-0.619287868,-0.252548164,0.683193087,-0.24490446
-0.530807461,-0.267493382,0.640072597,-0.163016011
-0.422301116,-0.286606374,0.597059981,-0.037541216
-0.298739715,-0.309198698,0.552306123,0.043649028
-0.166433586,-0.334951674,0.50982607,0.167128091
-0.032689131,-0.363970985,0.434887562,0.319327383
0.094998899,-0.396758524,0.373982549,0.492157878
0.209669807,-0.434074968,0.267326554,0.563424559
0.305575186,-0.476592156,0.187687646,0.677858978
0.378710809,-0.524589473,0.165419635,0.724311929
0.427021695,-0.577720896,0.147487242,0.814004011
0.450717875,-0.634625049,0.157246043,0.813850347
0.452000139,-0.692550357,0.216081069,0.845022423
0.434598331,-0.747465845,0.296764951,0.830587933
0.403387638,-0.794281287,0.374610184,0.846117312
0.363649222,-0.827139912,0.432542847,0.808700425
0.320485046,-0.840006113,0.45638789,0.762602313
0.278246492,-0.827295029,0.466258216,0.760611521
0.240140677,-0.78472423,0.484212618,0.731039296
0.208004,-0.709869545,0.395300397,0.680233682
0.182095353,-0.602681983,0.307890412,0.629425593
0.161477542,-0.466208934,0.2046721,0.549485619
0.144369188,-0.30630424,0.134298401,0.461339191
0.128404376,-0.131299505,0.026223003,0.371248195
0.111171335,0.048214457,-0.170705414,0.28387654
0.090578521,0.220524472,-0.427961182,0.072492303
0.065183189,0.373735287,-0.529441803,-0.140780351
0.034378307,0.496823035,-0.515372099,-0.310599698
-0.001638308,0.580929248,-0.46647487,-0.411803594
-0.041968,0.620051509,-0.445913982,-0.509743452
-0.085251696,0.611769754,-0.360909958,-0.514169033
-0.129983678,0.557679539,-0.280880394,-0.531070183
-0.174923657,0.463123446,-0.174448404,-0.50648301
-0.21932707,0.336704801,-0.092929762,-0.497653935
-0.263077846,0.189518725,0.013770193,-0.467542907
-0.306746792,0.033988638,0.223022173,-0.441749177
-0.351435221,-0.117353451,0.424196241,-0.366574093
-0.398563186,-0.253015668,0.600203803,-0.252932746
-0.449349374,-0.363814473,0.701425306,-0.193394191
-0.504559092,-0.443485776,0.77870976,-0.169898225
-0.56418691,-0.489014965,0.840199849,-0.180682926
-0.626700629,-0.501221694,0.854599459,-0.239837311
-0.689270323,-0.484111214,0.868342182,-0.257719972
-0.747923891,-0.444029995,0.880853161,-0.352577268
-0.797386301,-0.389200179,0.834589212,-0.390147765
-0.831868037,-0.328346143,0.807374139,-0.482098152
-0.845563212,-0.269770117,0.749014257,-0.519014416
-0.833261756,-0.220577516,0.734059298,-0.535240217
-0.791321241,-0.18561867,0.681337731,-0.472165164
-0.718028273,-0.167503533,0.659788934,-0.433015714
-0.614121051,-0.166494706,0.619700814,-0.293888111
-0.483136559,-0.180357319,0.567114502,-0.180451225
-0.331300409,-0.205176474,0.49832507,-0.085158898
-0.167212461,-0.236038746,0.470598027,0.073192322
-0.00111507,-0.267629138,0.387577673,0.243210469
0.155845112,-0.295037696,0.278611709,0.44434911
0.292630395,-0.314296915,0.139736941,0.54182292
0.399386515,-0.32276259,0.001043836,0.611727162
0.468241466,-0.319252803,-0.093813296,0.593056291
0.494209449,-0.303927121,-0.150315614,0.617600273
0.475760821,-0.278103126,-0.194163768,0.566182078
0.414926021,-0.243742247,-0.184415299,0.499960477
0.317050519,-0.20286156,-0.126626775,0.429451112
0.190367613,-0.157212584,-0.048672469,0.325753457
0.045369431,-0.107889242,0.007089201,0.20668334
-0.106299178,-0.055182554,0.040732349,-0.051949666
-0.252869392,0.001379971,0.064679757,-0.345260183
-0.383483463,0.062899942,0.123947609,-0.530569022
-0.489260189,0.130483132,0.172385763,-0.594943182
-0.563955676,0.205029513,0.191053172,-0.650711764
-0.604426775,0.286774432,0.190293585,-0.732393879
